icao,iata,name,city,country,latitude,longitude,timezone
ESND,EVG,Sveg Harjedalen Airport,,Sweden,62.04781,14.42295,
ENSH,SVJ,Svolvaer Helle Airport,,Norway,68.243332,14.66916,
KSBO,QTS,Swainsboro East Georgia Regional Airport,,United States,32.609016,-82.369804,
FYSM,SWP,Swakopmund Airport,,Namibia,-22.661943,14.568677,
YSWH,SWH,Swan Hill Airport,,Australia,-35.375801,143.533005,
CZJN,ZJN,Swan River Airport,,Canada,52.121075,-101.234581,
EGFH,SWS,Swansea Airport,,United Kingdom,51.605331,-4.06783,
KSWW,SWW,Sweetwater Avenger Field Airport,,United States,32.4636,-100.467873,
CYQY,YQY,Sydney J.A. Douglas McCurdy Airport,,Canada,46.161381,-60.047699,
YSSY,SYD,Sydney Kingsford Smith Airport,,Australia,-33.946098,151.1772,
UUYY,SCW,Syktyvkar Airport,,Russia,61.647049,50.845051,
VGSY,ZYL,Sylhet Osmani International Airport,,Bangladesh,24.96324,91.866783,
EDXW,GWT,Sylt Airport,,Germany,54.91325,8.340472,
KSYR,SYR,Syracuse Hancock International Airport,,United States,43.111179,-76.1063,
LGSO,JSY,Syros Island National Airport,,Greece,37.423611,24.950001,
EPSC,SZZ,Szczecin Goleniow Airport,,Poland,53.584728,14.9022,
LHUD,QHD,Szeged Airport,,Hungary,46.24551,20.09067,
HETB,TCP,Taba International Airport,,Egypt,29.58777,34.778049,
DTKA,TBJ,Tabarka Ain Draham Airport,,Tunisia,36.98,8.876944,
OIMT,TCX,Tabas Airport,,Iran,33.667801,56.8927,
SBTT,TBT,Tabatinga International Airport,,Brazil,-4.25566,-69.935799,
NGTE,TBF,Tabiteuea North Airport,,Kiribati,-1.224996,174.776611,
NGTS,TSU,Tabiteuea South Airport,,Kiribati,-1.47444,175.064606,
RPVU,TBH,Tablas Tugdan Airport,,Philippines,12.31612,122.080559,
HTTB,TBO,Tabora Airport,,Tanzania,-5.07638,32.833328,
OITT,TBZ,Tabriz International Airport,,Iran,38.133881,46.235001,
PLFA,TNV,Tabuaeran Airport,,Kiribati,3.89942,-159.389236,
AYTB,TBG,Tabubil Airport,,Papua New Guinea,-5.27861,141.225998,
OETB,TUU,Tabuk Regional Airport,,Saudi Arabia,28.36541,36.618881,
ZWTC,TCG,Tacheng Airport,,China,46.666668,83.333336,
VYTL,THL,Tachilek Airport,,Myanmar (Burma),20.483829,99.935349,
RPVA,TAC,Tacloban Daniel Z. Romualdez Airport,,Philippines,11.22762,125.027702,
SPTN,TCQ,Tacna International Airport,,Peru,-18.053301,-70.275803,
KGRF,GRF,Tacoma Gray Army Airfield,,United States,47.079426,-122.580772,
KTCM,TCM,Tacoma McChord Field,,United States,47.138634,-122.476471,
KTIW,TIW,Tacoma Narrows Airport,,United States,47.267632,-122.576477,
CYBQ,XTL,Tadoule Lake Airport,,Canada,58.707954,-98.513443,
URRT,TGK,Taganrog Yuzhny Airport,,Russia,47.198318,38.849041,
WAMH,NAH,Tahuna Naha Airport,,Indonesia,3.68321,125.528,
RCMQ,RMQ,Taichung Airport,,Taiwan,24.26466,120.620499,
OETF,TIF,Taif Airport,,Saudi Arabia,21.48341,40.544331,
RCNN,TNN,Tainan Airport,,Taiwan,22.950359,120.205704,
RCSS,TSA,Taipei Songshan Airport,,Taiwan,25.069719,121.552498,
RCTP,TPE,Taipei Taoyuan International Airport,,Taiwan,25.07773,121.232803,
RCFN,TTT,Taitung Airport,,Taiwan,22.75498,121.101601,
ZBYN,TYN,Taiyuan Wusu International Airport,,China,37.746891,112.628403,
RJBT,TJH,Tajima Airport,,Japan,35.512798,134.787003,
NZTK,KTF,Takaka Airport,,New Zealand,-40.813301,172.774994,
RJOT,TAK,Takamatsu Airport,,Japan,34.214161,134.015503,
NTGT,TKP,Takapoto Airport,,French Polynesia,-14.709647,-145.246506,
NTKR,TKX,Takaroa Airport,,French Polynesia,-14.4558,-145.026001,
WITK,TXE,Takengon Rembele Airport,,Indonesia,4.721123,96.849068,
DGTK,TKD,Takoradi Airport,,Ghana,4.896056,-1.77475,
UIKG,TKM,Taksimo Airport,,Russia,56.361515,114.923859,
UECT,TLK,Talakan Airport,,Russia,59.876389,111.044441,
SPYL,TYL,Talara International Airport,,Peru,-4.57663,-81.254097,
SCTL,TLX,Talca Panguilemo Airport,,Chile,-35.377754,-71.601509,
UAAT,TDK,Taldykorgan Airport,,Kazakhstan,45.109287,78.441322,
PATK,TKA,Talkeetna Airport,,United States,62.321156,-150.093002,
KASN,ASN,Talladega Municipal Airport,,United States,33.57135,-86.052193,
KTLH,TLH,Tallahassee International Airport,,United States,30.396521,-84.350304,
EETN,TLL,Tallinn Lennart Meri Airport,,Estonia,59.413311,24.83284,
CYYH,YYH,Taloyoak Airport,,Canada,69.546661,-93.576599,
DGLE,TML,Tamale Airport,,Ghana,9.557192,-0.86321,
NGTM,TMN,Tamana Airport,,Kiribati,-2.486023,175.970169,
DAAT,TMR,Tamanrasset Aguenar Airport,,Algeria,22.81146,5.451075,
MRTM,TNO,Tamarindo Airport,,Costa Rica,10.314661,-85.815399,
WATK,TMC,Tambolaka Airport,,Indonesia,-9.40971,119.2444,
MRTR,TMU,Tambor Airport,,Costa Rica,9.740862,-85.018578,
UUOT,TBW,Tambov Donskoye Airport,,Russia,52.806099,41.4828,
UCFL,IKU,Tamchy Issyk-Kul International Airport,,Kyrgyzstan,42.588055,76.713058,
SKTM,TME,Tame Gabriel Vargas Santos Airport,,Colombia,6.451036,-71.759903,
KCLW,CLW,Tampa Clearwater Air Park Airport,,United States,27.9767,-82.758698,
KVDF,VDF,Tampa Executive Airport,,United States,28.01226,-82.347511,
KTPA,TPA,Tampa International Airport,,United States,27.97547,-82.533203,
KMCF,MCF,Tampa MacDill Air Force Base,,United States,27.849483,-82.521019,
KTPF,TPF,Tampa Peter O'Knight Airport,,United States,27.915571,-82.446686,
EFTP,TMP,Tampere Pirkkala Airport,,Finland,61.414349,23.605452,
MMTM,TAM,Tampico International Airport,,Mexico,22.29645,-97.865898,
MMTN,TSL,Tamuin Airport,,Mexico,22.03829,-98.806503,
YSTW,TMW,Tamworth Airport,,Australia,-31.083799,150.846603,
GMAT,TTA,Tan Tan Airport,,Morocco,28.448191,-11.1613,
WAKT,TMH,Tanahmerah Airport,,Indonesia,-6.096202,140.305405,
PATA,TAL,Tanana Ralph M. Calhoun Memorial Airport,,United States,65.174393,-152.108994,
RJFG,TNE,Tanegashima Airport,,Japan,30.605061,130.991196,
HTTG,TGT,Tanga Airport,,Tanzania,-5.09235,39.071152,
YTGA,TAN,Tangalooma Airport,,Australia,-27.136988,153.364258,
SWTS,TGQ,Tangara da Serra Airport,,Brazil,-14.662,-57.443501,
GMTT,TNG,Tangier Ibn Battouta Airport,,Morocco,35.72691,-5.91688,
ZBTS,TVS,Tangshan Sannuhe Airport,,China,39.718784,117.99791,
WBTM,TGC,Tanjung Manis Airport,,Malaysia,2.177778,111.201942,
WIKD,TJQ,Tanjung Pandan Buluh Tumbang Airport,,Indonesia,-2.74572,107.754898,
WIDN,TNJ,Tanjung Pinang Raja Haji Fisabilillah Airport,,Indonesia,0.922683,104.532303,
WAGD,TJS,Tanjung Selor Tanjung Harapan Airport,,Indonesia,2.836389,117.373596,
NVVW,TAH,Tanna Whitegrass Airport,,Vanuatu,-19.458445,169.22821,
KSKX,TSM,Taos Regional Airport,,United States,36.458199,-105.671997,
MMTP,TAP,Tapachula International Airport,,Mexico,14.79433,-92.370003,
VNTJ,TPJ,Taplejung Suketar Airport,,Nepal,27.351463,87.697289,
YTAA,XTR,Tara Airport,,Australia,-27.162867,150.476425,
WAQQ,TRK,Tarakan Juwata International Airport,,Indonesia,3.326694,117.565498,
RORT,TRA,Tarama Airport,,Japan,24.6539,124.675003,
LIBG,TAR,Taranto Grottaglie Airport,,Italy,40.517509,17.40321,
SKRA,TCD,Tarapaca Airport,,Colombia,-2.895334,-69.748505,
SPST,TPP,Tarapoto Airport,,Peru,-6.50874,-76.373199,
NGTA,TRW,Tarawa Bonriki International Airport,,Kiribati,1.381636,173.147003,
UADD,DMB,Taraz Airport,,Kazakhstan,42.853611,71.303612,
LFBT,LDE,Tarbes-Lourdes-Pyrenees Airport,,France,43.185551,-0.00277,
YTRE,TRO,Taree Airport,,Australia,-31.879999,152.509995,
LRTM,TGM,Targu Mures International Airport,,Romania,46.467709,24.412519,
AYTA,TIZ,Tari Airport,,Papua New Guinea,-5.845,142.947998,
SLTJ,TJA,Tarija Airport,,Bolivia,-21.5557,-64.701302,
OATN,TII,Tarinkot Airport,,Afghanistan,32.866669,65.633331,
USDS,TQL,Tarko-Sale Airport,,Russia,64.921341,77.797356,
YTAM,XTO,Taroom Airport,,Australia,-25.801701,149.899994,
EETU,TAY,Tartu Airport,,Estonia,58.307461,26.69042,
UTTT,TAS,Tashkent International Airport,,Uzbekistan,41.257858,69.281181,
ZWTK,HQL,Tashkurgan Khunjerab Airport,,China,37.656796,75.291367,
BGAM,AGM,Tasiilaq Heliport,,Greenland,65.612297,-37.618336,
WICM,TSY,Tasikmalaya Cibeureum Airport,,Indonesia,-7.3466,108.246002,
CYTQ,YTQ,Tasiujaq Airport,,Canada,58.667778,-69.955833,
NTGO,TKV,Tatakoto Airport,,French Polynesia,-17.3552,-138.445007,
EGBM,QGM,Tatenhill Airport,,United Kingdom,52.813885,-1.765516,
SDZG,JTA,Taua Airport,,Brazil,-5.932713,-40.296177,
NZAP,TUO,Taupo Airport,,New Zealand,-38.7397,176.084396,
NZTG,TRG,Tauranga Airport,,New Zealand,-37.673225,176.198578,
WBKW,TWU,Tawau Airport,,Malaysia,4.313369,118.121902,
RPMN,TWT,Tawi Tawi Sanga Sanga Airport,,Philippines,5.044251,119.740982,
UGTB,TBS,Tbilisi International Airport,,Georgia,41.669159,44.95472,
NZMO,TEU,Te Anau Manapouri Airport,,New Zealand,-45.533001,167.649994,
DABS,TEE,Tebessa Airport,,Algeria,35.430737,8.124193,
EGNV,MME,Teesside International Airport,,United Kingdom,54.509178,-1.4294,
SBTF,TFF,Tefe Airport,,Brazil,-3.38294,-64.723999,
MHPR,XPL,Tegucigalpa Palmerola International Airport,,Honduras,14.3824,-87.621201,
MHTG,TGU,Tegucigalpa Toncontin International Airport,,Honduras,14.06088,-87.217102,
OIIE,IKA,Tehran Imam Khomeini International Airport,,Iran,35.416111,51.152222,
OIII,THR,Tehran Mehrabad International Airport,,Iran,35.689159,51.313412,
SNTF,TXF,Teixeira de Freitas Airport,,Brazil,-17.524166,-39.669724,
LTBU,TEQ,Tekirdag Corlu Airport,,Turkey,41.138332,27.919167,
LLBG,TLV,Tel Aviv Ben Gurion International Airport,,Israel,32.011379,34.886662,
SSVL,TEC,Telemaco Borba Airport,,Brazil,-24.317331,-50.651772,
YTEF,TEF,Telfer Airport,,Australia,-21.715,122.228996,
PATE,TLA,Teller Airport,,United States,65.240402,-166.339005,
KTEX,TEX,Telluride Regional Airport,,United States,37.953888,-107.908607,
YTEM,TEM,Temora Airport,,Australia,-34.421398,147.511993,
KTPL,TPL,Temple Draughon-Miller Airport,,United States,31.150278,-97.409164,
SCQP,ZCO,Temuco Airport,,Chile,-38.930801,-72.653603,
SCTC,PZS,Temuco Maquehue Airport,,Chile,-38.767376,-72.638428,
GCXO,TFN,Tenerife North Airport,,Spain,28.482651,-16.341499,
GCTS,TFS,Tenerife South Airport,,Spain,28.04447,-16.572399,
ZPTC,TCZ,Tengchong Tuofeng Airport,,China,24.939379,98.482025,
YTNK,TCA,Tennant Creek Airport,,Australia,-19.634155,134.176559,
SNTO,TFL,Teofilo Otoni Airport,,Brazil,-17.8923,-41.513599,
MMEP,TPQ,Tepic Amado Nervo International Airport,,Mexico,21.419451,-104.842003,
LPLA,TER,Terceira Lajes Airport,,Portugal,38.761841,-27.0907,
SBTE,THE,Teresina Airport,,Brazil,-5.05994,-42.823399,
SANH,RHD,Termas de Rio Hondo Airport,,Argentina,-27.49811,-64.935959,
UTST,TMJ,Termez Airport,,Uzbekistan,37.280502,67.318954,
WAMT,TTE,Ternate Babullah Airport,,Indonesia,0.831414,127.381401,
UHWT,NEI,Terney Airport,,Russia,45.083057,136.590561,
LIAA,QIL,Terni Alvaro Leonardi Airport,,Italy,42.573364,12.584465,
CYXT,YXT,Terrace Northwest Regional Airport,,Canada,54.468498,-128.576004,
KHUF,HUF,Terre Haute Regional Airport,,United States,39.451462,-87.307503,
KTRL,TRL,Terrell Municipal Airport,,United States,32.709351,-96.267082,
LETL,TEV,Teruel Airport,,Spain,40.411945,-1.2175,
FQTT,TET,Tete Chingozi Airport,,Mozambique,-16.104799,33.640179,
CTB6,ZTB,Tete-a-la-Baleine Airport,,Canada,50.6744,-59.383598,
KTEB,TEB,Teterboro Airport,,United States,40.850101,-74.060799,
NTTE,TTI,Tetiaroa Airport,,French Polynesia,-17.0149,-149.588852,
GMTN,TTU,Tetuan Sania Ramel Airport,,Morocco,35.59433,-5.32001,
EHTE,QHT,Teuge International Airport,,Netherlands,52.242867,6.051045,
KTXK,TXK,Texarkana Regional Airport,,United States,33.45372,-93.990997,
VETZ,TEZ,Tezpur Airport,,India,26.709925,92.784569,
VETJ,TEI,Tezu Airport,,India,27.941219,96.134438,
VYTD,SNW,Thandwe Airport,,Myanmar (Burma),18.46073,94.30011,
YTNG,THG,Thangool Airport,,Australia,-24.495169,150.578857,
YTGM,XTG,Thargomindah Airport,,Australia,-27.987225,143.812897,
KDLS,DLS,The Dalles Columbia Gorge Regional Airport,,United States,45.6185,-121.167,
YTGT,GTS,The Granites Airport,,Australia,-20.548332,130.350006,
CYQD,YQD,The Pas Airport,,Canada,53.971378,-101.091003,
TQPF,AXA,The Valley Clayton J. Lloyd International Airport,,Anguilla,18.20483,-63.055,
YTHD,TDN,Theda Station Airport,,Australia,-14.790424,126.498238,
YTDR,TDR,Theodore Airport,,Australia,-24.986122,150.093063,
KTRM,TRM,Thermal Jacqueline Cochran Regional Airport,,United States,33.626884,-116.155937,
LGTS,SKG,Thessaloniki International Airport,,Greece,40.519718,22.970949,
KTVF,TVF,Thief River Falls Regional Airport,,United States,48.065109,-96.184654,
VRNT,TMF,Thimarafushi Airport,,Maldives,2.212456,73.152817,
VOTV,TRV,Thiruvananthapuram International Airport,,India,8.48174,76.920395,
EKTS,TED,Thisted Airport,,Denmark,57.068802,8.705224,
KTVI,TVI,Thomasville Regional Airport,,United States,30.9025,-83.880554,
CYTH,YTH,Thompson Airport,,Canada,55.801109,-97.864098,
BITN,THO,Thorshofn Airport,,Iceland,66.21833,-15.3347,
EGHO,QGO,Thruxton Airport,,United Kingdom,51.210648,-1.599004,
CYQT,YQT,Thunder Bay International Airport,,Canada,48.371941,-89.323799,
WAPM,JIO,Tiakur Jos Orno Imsula Airport,,Indonesia,-8.140573,127.909317,
ZBTJ,TSN,Tianjin Binhai International Airport,,China,39.124352,117.3461,
ZLTS,THQ,Tianshui Maijishan Airport,,China,34.558334,105.861115,
DAOB,TID,Tiaret Bou Chekif Airport,,Algeria,35.341061,1.463834,
YTIB,TYB,Tibooburra Airport,,Australia,-29.452763,142.057266,
KTMA,TMA,Tifton Henry Tift Myers Airport,,United States,31.433332,-83.48333,
NWWA,TGJ,Tiga Airport,,New Caledonia,-21.0961,167.803802,
MMTJ,TIJ,Tijuana International Airport,,Mexico,32.541061,-116.970001,
VNTP,TPU,Tikapur Airport,,Nepal,28.52178,81.122749,
NTGC,TIH,Tikehau Airport,,French Polynesia,-15.1196,-148.229996,
UEST,IKS,Tiksi Airport,,Russia,71.697701,128.903,
KTMK,OTK,Tillamook Airport,,United States,45.418201,-123.814003,
NZTU,TIU,Timaru Richard Pearse Airport,,New Zealand,-44.3027,171.225204,
YTBR,TBK,Timber Creek Airport,,Australia,-15.620351,130.446976,
SKMB,TBD,Timbiqui Airport,,Colombia,2.774018,-77.666008,
WAYY,TIM,Timika Airport,,Indonesia,-4.52827,136.887299,
DAUT,TMX,Timimoun Airport,,Algeria,29.236679,0.276205,
LRTR,TSR,Timisoara Traian Vuia International Airport,,Romania,45.80986,21.33786,
CYTS,YTS,Timmins Airport,,Canada,48.569721,-81.376602,
PATC,TNC,Tin City LRRS Airport,,United States,65.563904,-167.922424,
DAOF,TIN,Tindouf Airport,,Algeria,27.700371,-8.1671,
SPGM,TGI,Tingo Maria Airport,,Peru,-9.28916,-76.004997,
PGWT,TIQ,Tinian International Airport,,Northern Mariana Islands,14.999211,145.618576,
WMBT,TOD,Tioman Airport,,Malaysia,2.818012,104.159958,
LATI,TIA,Tirana International Airport,,Albania,41.414742,19.72056,
EGPU,TRE,Tiree Airport,,United Kingdom,56.499161,-6.86916,
VOTR,TRZ,Tiruchirappalli International Airport,,India,10.76536,78.709717,
VOTP,TIR,Tirupati Airport,,India,13.63249,79.543251,
KTIX,TIX,Titusville Space Coast Regional Airport,,United States,28.512222,-80.799446,
LYTV,TIV,Tivat Airport,,Montenegro,42.404659,18.72328,
DAON,TLM,Tlemcen Zenata Airport,,Algeria,35.016659,-1.45,
FMMT,TMM,Toamasina Airport,,Madagascar,-18.109501,49.392529,
YTMY,TYP,Tobermorey Airport,,Australia,-22.25584,137.952744,
USTJ,RMZ,Tobolsk Remezov Airport,,Russia,58.058334,68.34861,
HLTQ,TOB,Tobruk Airport,,Libya,31.854666,23.896267,
KTOC,TOC,Toccoa Airport,,United States,34.590805,-83.298256,
YTOC,TCW,Tocumwal Airport,,Australia,-35.811699,145.608002,
CAB4,YTP,Tofino Harbour Seaplane Base,,Canada,49.154915,-125.909485,
CYAZ,YAZ,Tofino Long Beach Airport,,Canada,49.082218,-125.772003,
PATG,TOG,Togiak Airport,,United States,59.053066,-160.39772,
PATJ,TKJ,Tok Junction Airport,,United States,63.329506,-142.953568,
LTAW,TJK,Tokat Airport,,Turkey,40.321861,36.379726,
LHTL,QHL,Tokol Airport,,Hungary,47.341915,18.984804,
PAOO,OOK,Toksook Bay Airport,,United States,60.541401,-165.087006,
RJKN,TKN,Tokunoshima Airport,,Japan,27.83638,128.881195,
RJOS,TKS,Tokushima Airport,,Japan,34.132801,134.606598,
RJTT,HND,Tokyo Haneda International Airport,,Japan,35.55225,139.779602,
RJAA,NRT,Tokyo Narita International Airport,,Japan,35.764721,140.386307,
RJTY,OKO,Tokyo Yokota Air Base,,Japan,35.748489,139.348404,
FMSD,FTU,Tolanaro Airport,,Madagascar,-25.038,46.956108,
SBTD,TOW,Toledo Airport,,Brazil,-24.6863,-53.697498,
KTDZ,TDZ,Toledo Executive Airport,,United States,41.564899,-83.4823,
KTOL,TOL,Toledo Express Airport,,United States,41.580002,-83.800003,
FMST,TLE,Toliara Airport,,Madagascar,-23.383301,43.728451,
WAFL,TLI,Tolitoli Sultan Bantilan Airport,,Indonesia,1.12354,120.793289,
SKTL,TLU,Tolu Golfo de Morrosquillo Airport,,Colombia,9.509513,-75.585793,
MMTO,TLC,Toluca International Airport,,Mexico,19.33707,-99.566002,
WAWC,TQQ,Tomia Maranggo Airport,,Indonesia,-5.766382,123.918648,
KMJX,MJX,Toms River Ocean County Airport,,United States,39.928093,-74.293053,
UNTT,TOF,Tomsk Bogashevo Airport,,Russia,56.383331,85.21167,
NFTF,TBU,Tongatapu Fuaʻamotu International Airport,,Tonga,-21.238001,-175.136993,
ZYTN,TNH,Tonghua Sanyuanpu Airport,,China,42.047733,125.733467,
ZBTL,TGO,Tongliao Airport,,China,43.55666,122.199699,
NVST,TGH,Tongoa Airport,,Vanuatu,-16.8911,168.5513,
ZUTR,TEN,Tongren Fenghuang Airport,,China,27.883333,109.308891,
KTPH,TPH,Tonopah Airport,,United States,38.06028,-117.08667,
KTNX,XSD,Tonopah Test Range Airport,,United States,37.798801,-116.780998,
YTWB,TWB,Toowoomba Airport,,Australia,-27.542221,151.913895,
YBWW,WTB,Toowoomba Brisbane West Wellcamp Airport,,Australia,-27.558332,151.793335,
KTOP,TOP,Topeka Philip Billard Municipal Airport,,United States,39.069721,-95.622498,
KFOE,FOE,Topeka Regional Airport,,United States,38.951473,-95.66124,
WAFB,TRT,Toraja Airport,,Indonesia,-3.185833,119.917747,
CYTZ,YTZ,Toronto City Billy Bishop Airport,,Canada,43.629791,-79.3937,
CYYZ,YYZ,Toronto Pearson International Airport,,Canada,43.680634,-79.627007,
KTOA,TOA,Torrance Zamperini Field Airport,,United States,33.803047,-118.338974,
MMTC,TRC,Torreon Francisco Sarabia International Airport,,Mexico,25.56827,-103.410004,
KTOR,TOR,Torrington Municipal Airport,,United States,42.064278,-104.155891,
ESST,TYF,Torsby Airport,,Sweden,60.157619,12.99126,
LIET,TTB,Tortoli Airport,,Italy,39.918823,9.682831,
MRBT,TTQ,Tortuguero Airport,,Costa Rica,10.568889,-83.514999,
EPTO,QPT,Torun Bielany Airport,,Poland,53.030125,18.540222,
NTGJ,GMR,Totegegie Airport,,French Polynesia,-23.0833,-134.882996,
RJOR,TTJ,Tottori Airport,,Japan,35.53006,134.166504,
DAUK,TGR,Touggourt Sidi Mahdi Airport,,Algeria,33.067799,6.088672,
NWWU,TOU,Touho Airport,,New Caledonia,-20.790001,165.259399,
LFTH,TLN,Toulon-Hyeres Airport,,France,43.09734,6.146031,
LFBO,TLS,Toulouse Blagnac Airport,,France,43.628101,1.367263,
LFBF,QYF,Toulouse Francazal Airport,,France,43.545696,1.36722,
LFOT,TUF,Tours Val de Loire Airport,,France,47.431938,0.723056,
YBTL,TSV,Townsville Airport,,Australia,-19.252907,146.767303,
RJNT,TOY,Toyama Airport,,Japan,36.648331,137.1875,
DTTZ,TOE,Tozeur Nefta International Airport,,Tunisia,33.93972,8.110556,
LTCG,TZX,Trabzon Airport,,Turkey,40.995098,39.789719,
CAD4,YZZ,Trail Airport,,Canada,49.055473,-117.609184,
VTST,TST,Trang Airport,,Thailand,7.508744,99.61657,
LICT,TPS,Trapani Birgi Airport,,Italy,37.9114,12.48796,
VQTY,YON,Trashigang Yongphulla Airport,,Bhutan,27.25639,91.514442,
VTBO,TDX,Trat Airport,,Thailand,12.27457,102.318901,
KTVC,TVC,Traverse City Cherry Capital Airport,,United States,44.74139,-85.582222,
MYAT,TCB,Treasure Cay Airport,,Bahamas,26.745331,-77.391197,
EDAZ,QCZ,Trebbin Schonhagen Airport,,Germany,52.203888,13.16,
SAVT,REL,Trelew Almirante Marco Andres Zar Airport,,Argentina,-43.210499,-65.270302,
LZTN,QRN,Trencin Airport,,Slovakia,48.865726,17.994404,
LIDT,QIT,Trento Mattarello Airport,,Italy,46.022636,11.124957,
CYTR,YTR,Trenton Airport,,Canada,44.118851,-77.528259,
YTEE,TQP,Trepell Airport,,Australia,-21.839603,140.893768,
SBTG,TJL,Tres Lagoas Airport,,Brazil,-20.753641,-51.681252,
EDRT,QET,Trier Fohren Airport,,Germany,49.863335,6.788056,
LIPQ,TRS,Trieste Friuli Venezia Giulia Airport,,Italy,45.827499,13.47222,
VCCT,TRR,Trincomalee China Bay Airport,,Sri Lanka,8.539129,81.181313,
KTAD,TAD,Trinidad Perry Stokes Airport,,United States,37.260162,-104.336952,
SLTR,TDD,Trinidad Teniente Jorge Henrich Arauz Airport,,Bolivia,-14.8187,-64.917999,
HLLT,TIP,Tripoli International Airport,,Libya,32.66354,13.15901,
HLLM,MJI,Tripoli Mitiga International Airport,,Libya,32.89283,13.283325,
CYRQ,YRQ,Trois-Rivieres Airport,,Canada,46.362202,-72.675591,
ENOE,QAT,Troll Airfield,,Antarctica,-71.957222,2.466667,
ENTC,TOS,Tromso Airport,,Norway,69.683327,18.918909,
ENVA,TRD,Trondheim Vaernes Airport,,Norway,63.45755,10.92425,
YTRA,QBT,Tropicana Airport,,Australia,-29.186014,124.550415,
KTOI,TOI,Troy Municipal Airport,,United States,31.861837,-86.011879,
LFQB,QYT,Troyes Barberey Airport,,France,48.321609,4.016622,
KTRK,TKF,Truckee Tahoe Airport,,United States,39.31789,-120.140503,
SPRU,TRU,Trujillo International Airport,,Peru,-8.08141,-79.108704,
KTCS,TCS,Truth or Consequences Municipal Airport,,United States,33.236938,-107.271004,
